,input,output,label
17,translate English to English: Turning around the topics of omnipotence and power through which he tries to compensate for his present shortcomings and frustrations and quote,turning around the topics of omnipotence and power through which he tries to compensate,"turning around the topics of omnipotence and power, through which he tries to compensate for his present shortcomings and frustrations, end quote."
18,translate English to English: We do not get greatly excited,We do not get greatly excited,"We do not get greatly excited nor is our peace of mind disturbed, whether we be businessmen or workers or farmers,"
19,translate English to English: On Sunday November 17 1963,"On Sunday, November 17, 1963,","On Sunday, November 17, 1963,"
20,translate English to English: On the Monroe silent reading test,"On the Monroe silent reading test,","On the Monroe Silent Reading Test, Lee's score indicated no retardation in reading speed and comprehension;"
21,translate English to English: Given thought this was about 11:55 AM:,"Given thought this was about 11:55 a.m.,",Givens thought this was about 11:55 a.m.
22,translate English to English: Who wrote to the Times saying that he believed a sight so inconceivably awful,"who wrote to the Times saying that he believed a sight so inconceivably awful,","who wrote to the 'Times,' saying that he believed ""a sight so inconceivably awful"
23,translate English to English: While he might have expected difficulty from such an approach in fact,"While he might have expected difficulty from such an approach in fact,","While he might have expected difficulty from such an approach, in fact"
24,translate English to English: Rufus W youngblood special agent in charge of the vice president's detail,"Rufus W. Youngblood, special agent in charge of the Vice President's detail,","Rufus W. Youngblood, special agent in charge of the Vice President's detail,"
25,translate English to English: Cast one's type is clear and neat and fairly well designed,Casting one's type is clear and neat and fairly well designed.,"Caslon's type is clear and neat, and fairly well designed;"
26,translate English to English: There are after all only a few types of structure among all animals and plants some three or four or eight or 10 general modes of development,"There are, after all, only a few types of structure among all animals and plants,","there are, after all, only a few types of structure among all animals and plants, some three or four or eight or ten general modes of development,"
27,translate English to English: Absurdity of the system. It's irregularity and cruelty. We're fully touched upon by the inspectors of prisons in their first report.,"the absurdity of the system, its irregularity and cruelty were fully touched upon by","The absurdity of the system, its irregularity and cruelty, were fully touched upon by the inspectors of prisons in their first report."
28,translate English to English: Probably his complaint was due to the fact that his discharge was not related to anything he had done while on active duty,Probably his complaint was due to the fact that his discharge was not related to anything he,Probably his complaint was due to the fact that his discharge was not related to anything he had done while on active duty
29,translate English to English: The case load of HFBI agent averaged 20 to 25 and he felt that this was high,The case load of H. H. B. B.A. averaged twenty to twenty,"the caseload of each FBI agent averaged 20 to 25, and he felt that this was high."
30,translate English to English: I never said anything to him again and he never said anything to me again end quote,"I never said anything to him again, and he never said anything to me again, end","I never said anything to him again and he never said anything to me again, end quote."
31,translate English to English: How did the mighty city fall?,How did the mighty city fall?,"But how did the ""mighty city"" fall? How could Cyrus take Babylon whose walls were strong enough to resist any army?"
32,translate English to English: These two small cartons have been moved from a stack about three aisles away,These two small cartons have been moved from a stack about three aisles away.,These two small cartons had been moved from a stack about three aisles away.
33,translate English to English: To them enter the chaplain or ordinary of Newgate in Falcononicles,"to them enter the chaplain or ordinary of Newgate, in Fauntleroy","To them entered the chaplain or ordinary of Newgate in full canonicals,"
34,translate English to English: Because it convinced him that the average Dallas resident was like other American citizens in respecting and admiring the president,because it convinced him that the average Dallas resident was like other American citizens in respecting and admir,because it convinced him that the average Dallas resident was like other American citizens in respecting and admiring the President.
35,translate English to English: She had not been treated like a Christian but like a wild beast of the forest she declared that the money found in her possession had been sent her from abroad,"She had not been treated like a Christian, but like a wild beast of the forest","She had not been treated like a Christian, but like a wild beast of the forest. She declared that the money found in her possession had been sent her from abroad;"
36,translate English to English: And threatened to use it on Mrs. Pet,and threatened to use it on Mrs. Pete.,and threatened to use it on Mrs. Pic.
37,translate English to English: Hey found the same part,"He found the same part,","is found the same part, variously modified for many purposes."
38,translate English to English: If her estimate of time is correct she reached the bottom of the stairs before truly in Bakers started up,"If her estimate of time is correct, she reached the bottom of the stairs before Truly Baker","If her estimate of time is correct, she reached the bottom of the stairs before Truly and Baker started up,"
39,translate English to English: The commission believes that the liaison between all federal agencies responsible for presidential protection should be improved.,The Commission believes that the liaison between all Federal agencies responsible for Presidential protection should be improved.,the Commission believes that the liaison between all Federal agencies responsible for Presidential protection should be improved.
40,translate English to English: At most of the clubs the servants had been melted to make good lost plate which had no doubt been stolen by the prisoner,"At most of the clubs the servants had been melted to make good lost plate, which","At most of the clubs the servants had been mulcted to make good lost plate, which had no doubt been stolen by the prisoner."
41,translate English to English: Even after his wife told him to destroy the notebook,"Even after his wife told him to destroy the notebook,",Even after his wife told him to destroy the notebook
42,translate English to English: That is a tremendous gain for the principles of democracy,that is a tremendous gain for the principles of democracy.,That is a tremendous gain for the principles of democracy.
43,translate English to English: Day on the other hand,"Day, on the other hand, was a solitary and a solitary","Day, on the other hand, believed that sufficient traces of the print had been left on the rifle barrel,"
44,translate English to English: Into holes marked with numbers,into holes marked with numbers.,into holes marked with numbers.
45,translate English to English: His captors having thus succeeded in their designs left him no doubt to realize the money,"His captors, having thus succeeded in their designs, left him no doubt to realize the money","His captors having thus succeeded in their designs, left him, no doubt to realize the money."
46,translate English to English: Let the forms have printed letters should follow more or less closely those of the written character and they follow them very closely,that the forms having printed letters should follow more or less closely those of the written character and they,"that the forms of printed letters should follow more or less closely those of the written character, and they followed them very closely."
47,translate English to English: They drove there and robs in on arrival did the honors of his house,"They drove there, and Robson on arrival did the honors of his house.","They drove there, and Robson on arrival did the honors of his house, rang for lunch to gain time,"
48,translate English to English: Made a voluntary confession to serve herbert taylor one morning at Windsor,made a voluntary confession to serve Herbert Taylor one morning at Windsor.,"made a voluntary confession to Sir Herbert Taylor one morning at Windsor; after which Thistlewood and his accomplices were closely watched,"
49,translate English to English: When the farmers were demanding legislation which would give them,"When the farmers were demanding legislation which would give them,","when the farmers were demanding legislation which would give them opportunities and incentives to organize themselves for a common advance,"
50,translate English to English: But the medical evidence was clear that the decapitation had been affected during life and the jury after a short deliberation,But the medical evidence was clear that the decapitation had been effected during life,"But the medical evidence was clear that the decapitation had been effected during life, and the jury, after a short deliberation,"
51,translate English to English: The man continued a long 10th street,"The man continued a long 10th Street,",The man continued along 10th Street. Mrs. Markham saw a police car slowly approach the man from the rear and stop alongside of him.
52,translate English to English: Perhaps seroditors had never been in Babylon,Perhaps Serodians had never been in Babylon.,Perhaps Herodotus had never been in Babylon;
53,translate English to English: When vanity is strongly developed there is the keen anxiety to hear what is being said about them outside,When vanity is strongly developed there is the keen anxiety to hear what is being said about them outside,When vanity is strongly developed there is the keen anxiety to hear what is being said about them outside.
54,translate English to English: It was particularly recommended by the committee on jails in 1814,"It was particularly recommended by the Committee on Jails in 1814,",It was particularly recommended by the Committee on Jails in 1814
55,translate English to English: Your assistant to the director of the FBI testified that,Your assistant to the Director of the FBI testified that,The assistant to the Director of the FBI testified that
56,translate English to English: He thought it contained tent polls or possibly other camping equipment such as a folding shovel,He thought it contained tent polls or possibly other camping equipment such as a folding shovel,"He thought it contained tent poles, or possibly other camping equipment such as a folding shovel."
57,translate English to English: In one prison the bedsteds had been removed plus the prisoners should break them up and convert them into weapons of offense,"In one prison the bedstuffs had been removed, plus the prisoners should break them up",In one prison the bedsteads had been removed lest the prisoners should break them up and convert them into weapons of offense.
58,translate English to English: Hey Vice President Johnson during the 1960 campaign,He was Vice President Johnson during the 1960 campaign.,by Vice President Johnson during the 1960 campaign.
59,translate English to English: Favorite liberty to hire suitable sell accommodation from any neighbors who might have it to spare.,favorite liberty to hire suitable and rented accommodation from any neighbors who might have it to,"they were at liberty to hire suitable cell accommodation from any neighbors who might have it to spare; the only proviso,"
60,translate English to English: The ordinary observes him looks to the sheriff since there's a loud the service for the dead.,"The ordinary observes him, looks to the sheriff, since there's a loud","The ordinary observes him, looks to the sheriffs, and says aloud, 'The service for the dead!'"
61,translate English to English: Are better than mere personal strength than the accomplishment of such tasks as full to women to perform,are better than mere personal strength than the accomplishment of such tasks as full to women to perform.,are better than mere personal strength in the accomplishment of such tasks as fall to women to perform.
62,translate English to English: Giovanni Lani the Italian boy who murdered a French woman in the hay market,"Giovanni Lani, the Italian boy who murdered a French woman in the hay market,","Giovanni Lanni, the Italian boy who murdered a Frenchwoman in the Haymarket,"
63,translate English to English: April 6 to 24 1963 Oswald's first public identification with that cause was in New Orleans,"April 6, to 24, 1963. Oswald's first public identification with that cause was in","April 6 to 24, 1963 Oswald's first public identification with that cause was in New Orleans."
64,translate English to English: Contracted with sheriffs and conveners to work by the job,hired with sheriffs and conveners to work by the job.,contracted with sheriffs and conveners to work by the job.
65,translate English to English: In light of these findings the commission evaluated the additional testimony of Stomball,"In light of these findings, the Commission evaluated the additional testimony of Stomball",In light of these findings the Commission evaluated the additional testimony of Stombaugh
66,translate English to English: Which should be indications of a delicacy of material and manufacture which would of necessity increase its cost,which should be indications of a delicacy of material and manufacture which would of necessity,which should be indications of a delicacy of material and manufacture which would of necessity increase its cost.
67,translate English to English: The passport office of the Department of State in Washington,The Passport Office of the Department of State in Washington,"The Passport Office of the Department of State in Washington had no listing for Oswald requiring special treatment,"
68,translate English to English: A more alert and carefully considered treatment of the osbold case by the bureau might have brought about such a referral,A more alert and carefully considered treatment of the Oswald case by the Bureau might have brought,a more alert and carefully considered treatment of the Oswald case by the Bureau might have brought about such a referral.
69,translate English to English: These considerations have induced the commission to believe,These considerations have induced the Commission to believe,These considerations have induced the Commission to believe
70,translate English to English: To the west of Babylon at a greater distance from the outer wall I constructed and enclosing wall 4000 cubits in length about the city,"to the west of Babylon, at a greater distance from the outer wall I constructed and ","To the west of Babylon, at a greater distance from the outer wall, I constructed an enclosing wall four thousand cubits in length about the city."
71,translate English to English: Take approximately 20 months to implement and require expenditures of approximately three 1 million dollars during that period,take approximately twenty months to implement and require expenditures of approximately three million dollars during that period.,"would take approximately 20 months to implement and require expenditures of approximately $3,000,000 during that period."
72,translate English to English: Hey finished reading a morning newspaper quote and put on a good suit,"He finished reading a morning newspaper, quote, and put on a good suit.","he finished reading a morning newspaper, quote, and put on a good suit. I saw that he took a pistol."
73,translate English to English: Hey Facebook make certain that the largest possible portion of the funds allotted,Facebook made certain that the largest possible portion of the funds allotted,This will make certain that the largest possible portion of the funds allotted
74,translate English to English: Shows three employees looking out of the fifth floor window directly below the window from which the shots were fired,shows three employees looking out of the fifth-floor window directly below the window from which the shots,shows three employees looking out of the fifth-floor window directly below the window from which the shots were fired.
75,translate English to English: But no steps had been taken in parliament to enforce a better system of discipline,But no steps had been taken in parliament to enforce a better system of discipline.,"but no steps had been taken in Parliament to enforce a better system of discipline,"
76,translate English to English: Hollow the heat in the center and pour in the milk working down the flour into the liquid with a spoon or your hands until it is thoroughly melted,Hollow the heat in the center and pour in the milk working down the flour into the liquid with,"hollow the heap in the center and pour in the milk, working down the flour into the liquid with a spoon or your hands until it is thoroughly melted."
77,translate English to English: The trip to Texas began with the departure of president and missus Kennedy from the White House,The trip to Texas began with the departure of President and Mrs. Kennedy from the White House.,The trip to Texas began with the departure of President and Mrs. Kennedy from the White House
78,translate English to English: Wild beasts of the desert shell lie there,"Wild beasts of the desert shell lie there,",Wild beasts of the desert shall lie there;
79,translate English to English: That the semi fluid contents which we now turn protoplasm of the cells of certain plants,that the semi-liquid contents which we now turn protoplasm of the cells of certain plants,"That the semi-fluid contents (which we now term protoplasm) of the cells of certain plants,"
80,translate English to English: Nor with the walls about the palace a great mass of dull brick masonry,nor with the walls about the palace a great mass of dull brick masonry.,Nor were the walls about the palace a great mass of dull brick masonry.
81,translate English to English: Some condemned convicts converse but little with the waters who have them unceasingly in charge,"Some condemned convicts converse but little with the waters, who have them unc",Some condemned convicts converse but little with the warders who have them unceasingly in charge.
82,translate English to English: Once ordered to the cells friends of all classes suddenly rise up his fellow prisoners the turnkeys the chaplain,"Once ordered to the cells, friends of all classes suddenly rise up his fellow-prisoners","Once ordered to the cells, friends of all classes suddenly rise up; his fellow-prisoners, the turnkeys, the chaplain,"
83,translate English to English: And three other justices agreed with him,and three other justices agreed with him.,And three other justices agreed with him.
84,translate English to English: Elm street parallel to main street and one block north,"Elm Street, parallel to Main Street, and one block north,","Elm Street, parallel to Main Street and one block north,"
85,translate English to English: He tramped across London Bridge to Wandsworth where he refreshed himself with a pint of strong ale the first sustenance he had taken since his escape,"He tramped across London Bridge to Wandsworth, where he refreshed himself with a","he tramped across London Bridge to Wandsworth, where he refreshed himself with a pint of strong ale, the first sustenance he had taken since his escape,"
86,translate English to English: Was idle,was idle.,"that Courvoisier was idle, discontented, ready to take offense, greedy of gain;"
87,translate English to English: Let me call your attention to the fact that the national industrial recovery act,Let me call your attention to the fact that the National Industrial Recovery Act,Let me call your attention to the fact that the national Industrial Recovery Act
88,translate English to English: Fritz replied quote well he was employed down at the book depository and he had not been present for a roll call of the employees end quote,"Fritz replied, quote, Well, he was employed down at the Book Depository and ","Fritz replied, quote, Well, he was employed down at the Book Depository and he had not been present for a roll call of the employees, end quote."
89,translate English to English: All the words been alike. We're more or less irresponsible.,"All the wards were alike, were more or less irresponsible.",All the wardsmen alike were more or less irresponsible.
90,translate English to English: Marina Arswell testified that in New Orleans in May of 1963 she observed Oswald sitting with the rifle on their screened portrait night,Marina Oswald testified that in New Orleans in May of 1963 she observed Oswald,"Marina Oswald testified that in New Orleans in May of 1963, she observed Oswald sitting with the rifle on their screened porch at night,"
91,translate English to English: When she came out of prison she appeared language and terrified and trembled greatly as she advanced to the state,"When she came out of prison she appeared language, and terrified, and trembled","When she came out of prison she appeared languid and terrified, and trembled greatly as she advanced to the stake,"
92,translate English to English: Preparatory to their appearance in the old Bailey.,preparatory to their appearance in the Old Bailey.,preparatory to their appearance in the Old Bailey. Irons were seldom removed from the convicted until discharge;
93,translate English to English: We're constructed on the landings in sconce in which waters spent the night on duty and alert to watch the sleepers below,"were constructed on the landings in sconce, in which waters spent the night on duty","were constructed on the landings, ensconced in which warders spent the night, on duty, and alert to watch the sleepers below,"
94,translate English to English: Lawson was not specifically instructed to select the parade route,Lawson was not specifically instructed to select the parade route.,"Lawson was not specifically instructed to select the parade route, but he understood that this was one of his functions."
95,translate English to English: Similarly,"Similarly, the shillings of the wards were a s","Similarly, Virginia Davis had not been shown pictures of anyone prior to the lineup and had not seen either television or the newspapers during the afternoon."
96,translate English to English: Third possibility the trademark a handsome new building with all the necessary facilities presented security problems,"Third possibility, the Trade Mart, a handsome new building with all the necessary facilities, presented","The third possibility, the Trade Mart, a handsome new building with all the necessary facilities, presented security problems. It had numerous entrances,"
97,translate English to English: The lock and fastenings of the chest were forced by means of a jack and instrument known to house breakers,The lock and fastenings of the chest were forced by means of a jack,"The lock and fastenings of the chest were forced by means of a ""jack,"" an instrument known to housebreakers,"
98,translate English to English: Once they let themselves down into the street by the rope,"Once they let themselves down into the street by the rope,",whence they let themselves down into the street by the rope.
99,translate English to English: Any travel any contact with the general public involves a calculated risk on the part of the president and the men responsible for his protection,"Any travel, any contact with the general public involves a calculated risk on the part of the","Any travel, any contact with the general public, involves a calculated risk on the part of the President and the men responsible for his protection."
100,translate English to English: As some kind of tribunal.,as some kind of tribunal.,"as some kind of tribunal,"
101,translate English to English: This occurred in November 1834 the custom house officials were in a state of con,"This occurred in November 1834, the Custom House officials were in a state of conge","This occurred in November 1834. The Custom House officials were in a state of consternation,"
102,translate English to English: Since cartons absorb perspiration,"Since cartons absorb perspiration,","Since cartons absorb perspiration, powder can successfully develop a print on such material only within a limited time."
103,translate English to English: This committee as well as the one proceeding it also reported in terms of strong reparation on the small prisons in jails,"This committee, as well as the one proceeding, it also reported in terms of strong reparation","This committee, as well as the one preceding it, also reported in terms of strong reprobation on the small prisons and jails"
104,translate English to English: Inspectors of prisons should be appointed who should visit all the prisons from time to time and report to the secretary of state,"Inspectors of Prisons should be appointed, who should visit all the prisons from time to","inspectors of prisons should be appointed, who should visit all the prisons from time to time and report to the Secretary of State."
105,translate English to English: Or if either the first or third shots missed the assassin fired the three shots during a minimum time span of seven. One,"or if either the first or third shots missed the assassin, fired the three","or, if either the first or third shots missed, the assassin fired the three shots during a minimum time span of 7.1"
106,translate English to English: He says,"He says, ""It is not a good idea to do it.""","He says: Animals are organisms of fixed and definite form, in which the cell-body is not covered with a cellulose wall."
107,translate English to English: The prison population of Newgate was,"The prison population of Newgate was a small number of people, and the number of people","The prison population of Newgate was still subject to great fluctuations, but it seldom rose above two hundred and fifty or three hundred"
108,translate English to English: The weekly introduction of food to which I shall presently refer,The weekly introduction of food to which I shall presently refer,"The weekly introduction of food, to which I shall presently refer, formed the basis of luxurious banquets, washed down by liquor"
109,translate English to English: Through an assistant secretary whose duties also include the direct supervision of the bureau of the mint,through an assistant secretary whose duties also include the direct supervision of the Bureau of the Minster,through an Assistant Secretary whose duties also include the direct supervision of the Bureau of the Mint
110,translate English to English: It is only the green parts of the plant which under the influence of sunlight have the marvelous power of decomposing carbonic acid,"It is only the green parts of the plant which, under the influence of sunlight, have the","for it is only the green parts of the plant which, under the influence of sunlight, have the marvelous power of decomposing carbonic acid,"
111,translate English to English: Additional evidence of ownership was provided in the form of palm print identification which indicated that Oswald had possession of the rifle he had purchased,Additional evidence of ownership was provided in the form of palmprint identification which indicated that Oswald,Additional evidence of ownership was provided in the form of palmprint identification which indicated that Oswald had possession of the rifle he had purchased.
112,translate English to English: The operating companies in the gas and electric utility field are by and large in good condition,The operating companies in the gas and electric utility field are by and large in good condition.,"The operating companies in the gas and electric utility field are by and large in good condition, but"
113,translate English to English: A man in his early 30s fair complexion slender but neat neat slender,"a man in his early 30s fair complexion, slender but neat, neat","man in his early thirties, fair complexion, slender, but neat, neat slender, possible 5 foot 10"
114,translate English to English: The society did not limit its remarks to the description of what had already been done,The Society did not limit its remarks to the description of what had already been done.,The Society did not limit its remarks to the description of what had already been done
115,translate English to English: A plot was soon discovered.,A plot was soon discovered.,"A plot was soon discovered,"
116,translate English to English: On that occasion ask vote again use the bolt action 22 caliber rifle,"On that occasion, Asking again used the bolt action 22 caliber rifle.","On that occasion Oswald again used a bolt-action.22 caliber rifle; and according to Robert,"
117,translate English to English: Simultaneous attack was made upon the captain and the first mate,"Simultaneous attack was made upon the captain and the first mate,",A simultaneous attack was made upon the captain and the first mate.
118,translate English to English: And that this was the same shirt which Oswald War on the morning of the assassination,and that this was the same shirt which Oswald wore on the morning of the as,and that this was the same shirt which Oswald wore on the morning of the assassination.
119,translate English to English: The prisoner was fourth with extradited and sent back to england which he reached with his escort on the 17th september the same year,"The prisoner was fourth with extradited and sent back to England, which he reached","The prisoner was forthwith extradited and sent back to England, which he reached with his escort on the 17th September the same year."
120,translate English to English: As to whether or not the bullet recovered from walker's house had been fired from the rifle found on the sixth floor of the Texas school book depository building,As to whether or not the bullet recovered from Walker's house had been fired from the rifle,as to whether or not the bullet recovered from Walker's house had been fired from the rifle found on the sixth floor of the Texas School Book Depository Building.
121,translate English to English: Fee for admission to the state side as fixed by the table of fees was three guineas,"The fee for admission to the State Side, as fixed by the table of fees, was three","The fee for admission to the state side, as fixed by the table of fees, was three guineas, but Mr. Newman declared that he never took more than two."
122,translate English to English: Oswald's diary reports that he married his wife shortly after his proposal of marriage to another girl had been rejected,Oswald's diary reports that he married his wife shortly after his proposal of marriage,Oswald's diary reports that he married his wife shortly after his proposal of marriage to another girl had been rejected.
123,translate English to English: Congress past a statue which in 18 oh three the court said violated and express provision of the constitution,Congress passed a statue which in 1803 the Court said violated an express provision of the,"Congress passed a statute which, in 1803, the Court said violated an express provision of the Constitution."
124,translate English to English: The secret service has embarked upon a complete overhaul of its research activities.,The Secret Service has embarked upon a complete overhaul of its research activities.,The Secret Service has embarked upon a complete overhaul of its research activities. The staff of the Protective Research Section (PRS)
125,translate English to English: In the last three national elections,"In the last three national elections,",For in the last three national elections
126,translate English to English: Freeze your testified further that the FBI avoids the category of probable identification,"Freeze, your testimony, testified further that the FBI avoids the category of probable identification","Frazier testified further that the FBI avoids the category of ""probable"" identification."
127,translate English to English: In spite of all these obscurations corresponding parts usually may be made out,In spite of all these obscurations corresponding parts usually may be made out.,"but, in spite of all these obscurations, corresponding parts usually may be made out."
128,translate English to English: Lee was always hot tempered and now this trait of character more and more prevented us from living together in harmony,"Lee was always hot-tempered, and now this trait of character more and more prevented us from","Lee was always hot-tempered, and now this trait of character more and more prevented us from living together in harmony."
129,translate English to English: If for instance anyone of the six justices of the supreme court now over the age of 70 should retire as provided under the plan,"If, for instance, anyone of the six justices of the Supreme Court now over the age","If, for instance, any one of the six justices of the Supreme Court now over the age of seventy should retire as provided under the plan,"
130,translate English to English: This was at least in part because of the close physical confines in which some of the work had to be done,This was at least in part because of the close physical confines in which some of the work,This was at least in part because of the close physical confines in which some of the work had to be done.
131,translate English to English: Theft was discovered at Bullon when the boxes were found not to weigh exactly what they ought but no clue was obtained to the thieves,"Theft was discovered at Bullon, when the boxes were found not to weigh exactly what","The theft was discovered at Boulogne, when the boxes were found not to weigh exactly what they ought. But no clue was obtained to the thieves,"
132,translate English to English: Forced and constant intercourse with the most depraved individuals of his own class,forethought and constant intercourse with the most depraved individuals of his own,Forced and constant intercourse with the most depraved individuals of his own class;
133,translate English to English: Lee Harvey Oswald,"Lee Harvey Oswald, who was a seasoned entrepreneur in the business of ","Lee Harvey Oswald: Background and Possible Motives, Part 5."
134,translate English to English: Erected on the cart about 4 feet high at the head and gradually sloping towards the horse giving a full view of the body,"erected on the cart about 4 feet high at the head, and gradually slop","erected on the cart, about four feet high at the head, and gradually sloping towards the horse, giving a full view of the body,"
135,translate English to English: Beating the batter smooth as you go on until all of the liquid and flour has gone in,beating the batter smooth as you go on until all of the liquid and flour has gone in,beating the batter smooth as you go on until all of the liquid and flour has gone in.
136,translate English to English: Maynard was the only one who suffered death.,Maynard was the only one who suffered death.,Maynard was the only one who suffered death.
137,translate English to English: And thus bring the history of prison discipline,and thus brought the history of prison discipline.,and thus bring the history of prison discipline down to our own times.
138,translate English to English: Gaming of all sorts should be preremptually forbidden under heavy pains and penalties,gaming of all sorts should be preemptually forbidden under heavy pains and penalties.,gaming of all sorts should be peremptorily forbidden under heavy pains and penalties.
139,translate English to English: When she started to open the blanket she saw the stock of the rifle,"When she started to open the blanket, she saw the stock of the rifle.","When she started to open the blanket, she saw the stock of the rifle."
140,translate English to English: Hey asserted that Dallas had shed its reputation of the 20s as the quote southwest hate capital of Dixie end quote,"He asserted that Dallas had shed its reputation of the twentys as the, quote,","He asserted that Dallas had shed its reputation of the twenties as the, quote, Southwest hate capital of Dixie, end quote"
141,translate English to English: I have never even known a communist outside of the ones in the USSR but you can't help that end quote,"I have never even known a Communist outside of the ones in the USSR, but you","I have never even know a communist, outside of the ones in the USSR but you can't help that, end quote."
142,translate English to English: It was recognized that the cameo was genuine and that had bore the likeness of the great king,"It was recognized that the cameo was genuine, and that had bore the likeness of the","it was recognized that the cameo was genuine, and that it bore the likeness of the great King."
143,translate English to English: That it can ascribe to him any one motive or group of motives,that it can ascribe to him any one motive or group of motives.,that it can ascribe to him any one motive or group of motives.
144,translate English to English: While waiting for the parade to start they talked to briefly about 1984,"While waiting for the parade to start, they talked to briefly about 1984.","While waiting for the parade to start they talked briefly about ""1984"""
145,translate English to English: In closing and protecting the nervous centers cerebral spinal axis,"in closing and protecting the nervous centers, cerebral spinal axis,",enclosing and protecting the nervous centers (cerebrospinal axis).
146,translate English to English: Urging that font Laroy was a father a citizen,"Urging that Fauntleroy was a father, a citizen,","urging that Fauntleroy was a father, a citizen: ""his life is useful, mine a burthen, to the State."""
147,translate English to English: Other cases might be quoted.,Other cases might be quoted.,"Other cases might be quoted,"
148,translate English to English: The first glass house or room in which prisoners could talk in private with their attorneys but yet be seen by the water on the watch had been constructed,The first glass-house or room in which prisoners could talk in private with their attorneys but yet,"The first ""glass house,"" or room in which prisoners could talk in private with their attorneys, but yet be seen by the warder on the watch, had been constructed"
149,translate English to English: The alarm went to food daily to felons was a four penny loaf,"The alarm went to food daily to felons, was a four-pence loaf","The allowance of food daily to felons was a fourpenny loaf,"
150,translate English to English: After absorption into the cells the elements of the start or glucose are by the living protoplasm in some unknown way,After absorption into the cells the elements of the start or glucose are by the living protoplasm,"after absorption into the cells the elements of the starch (or glucose) are, by the living protoplasm, in some unknown way"
151,translate English to English: Instead of ventilating the apartments they only serve to convey the offensive affluvia arising from the decaying animal matter into the dining rooms,"Instead of ventilating the apartments, they only serve to convey the offensive affluvia","instead of ventilating the apartments, they only serve to convey the offensive effluvia arising from the decaying animal matter into the dining-rooms."
152,translate English to English: Especially that of William Snow alias sketch who slipped from the gallows at Exeter and fell to the ground,"especially that of William Snow, Aliss Sketch, who slipped from the gallow","especially that of William Snow, alias Sketch, who slipped from the gallows at Exeter and fell to the ground."
