,input,output,label
29,"the case load of each Fbi agent averaged twenty to twenty five, and he felt that this was high.","the case paragraph of each fbi agent bearing twenty to twenty five , and he felt that this was high .","the caseload of each FBI agent averaged 20 to 25, and he felt that this was high."
30,"never said anything to him again, and he never said anything to me again. And quote,","never said anything to him again , and he never said anything to me again . and quote ,","I never said anything to him again and he never said anything to me again, end quote."
31,"how did the mighty city fall? How could Cyrus take Babylon, whose walls were strong enough to resist any army.","how did the mighty city stay ? how could cyrus take babylon , whose walls were strong enough to prevail any army .","But how did the ""mighty city"" fall? How could Cyrus take Babylon whose walls were strong enough to resist any army?"
32,these two small cartons had been moved from a stack about three aisle away.,these one cartridge cartons had been moved from a stack about three regardless away .,These two small cartons had been moved from a stack about three aisles away.
33,to them entered the chaplain or ordinary of new gate in full canonical.,to them entered the chaplain or ordinary of new gate in full composure .,"To them entered the chaplain or ordinary of Newgate in full canonicals,"
34,because it convinced him that the average Dallas resident was like other American citizens in respecting and ad the president,because it convinced him that the average dallas dusted was like other american richard in gretna and capable the president,because it convinced him that the average Dallas resident was like other American citizens in respecting and admiring the President.
35,"she had not been treated like a Christian, but like a wild beast of the forest. She declared that the money found in her possession had been sent her from abroad","she had not been treated like a anticastro , but like a wild editions of the browning . she declared that the money found in her possession had been sent her from abroad","She had not been treated like a Christian, but like a wild beast of the forest. She declared that the money found in her possession had been sent her from abroad;"
36,threatened to use it on missus pick.,resulted to use it on barred york .,and threatened to use it on Mrs. Pic.
37,"is found the same part, various modified for many purposes.","is found the same part , various modified for many purposes .","is found the same part, variously modified for many purposes."
38,"her estimate of time is correct, she reached the bottom of the stairs before truly and baker started up.","her estimate of time is correct , she reached the bottom of the stairs before truly and baker started up .","If her estimate of time is correct, she reached the bottom of the stairs before Truly and Baker started up,"
39,the Commission believes that the liaison liaison between all federal agencies responsible for presidential protection should be improved,the commission believes that the liaison liaison between all federal agencies responsible for presidential protection should be improved,the Commission believes that the liaison between all Federal agencies responsible for Presidential protection should be improved.
40,"at most of the clubs, the servants had been molt to make good loss plate, which had no doubt been stolen by the prisoner.","at most of the neighboring , the servants had been denounced to make good loss plate , which had no doubt been stolen by the prisoner .","At most of the clubs the servants had been mulcted to make good lost plate, which had no doubt been stolen by the prisoner."
41,even after his wife told him to destroy the notebook,even after his wife told him to compensate,Even after his wife told him to destroy the notebook
42,that is a tremendous gain for the principles of democracy.,that is here gain for the principles of democracy .,That is a tremendous gain for the principles of democracy.
43,"day on the other hand, believed that sufficient traces of the print had been left on the rifle barrel.","day on the other hand , believed that sufficient traces of the print had been left on the rifle barrel .","Day, on the other hand, believed that sufficient traces of the print had been left on the rifle barrel,"
44,into holes marked with numbers.,. akermans .,into holes marked with numbers.
45,"his having thus succeeded in their designs, left him, no doubt to realize the money.","his having thus succeeded in their treadwheel , left him , no doubt to realize the money .","His captors having thus succeeded in their designs, left him, no doubt to realize the money."
46,"the forms of printed letters should follow more or less closely those of the written character, and they followed them very closely.","the forms of printed letters should follow more or less closely those of the written character , and they followed them very closely .","that the forms of printed letters should follow more or less closely those of the written character, and they followed them very closely."
47,"they drove there and Rob on arrival did the honors of his house, rang for lunch to gain time,","they drove there and image on arrival did the rounding of his house , bart for lunch to gain time ,","They drove there, and Robson on arrival did the honors of his house, rang for lunch to gain time,"
48,"made a voluntary confession to sir herbert Taylor one morning at Windsor. After which, this and his acc were closely watched.","made a ejectment evaluates to sir rejoiced either one morning at travis . after which , this and his prayerbook were closely watched .","made a voluntary confession to Sir Herbert Taylor one morning at Windsor; after which Thistlewood and his accomplices were closely watched,"
49,"when the farmers were demanding legislation, which would give them opportunities and incentives to organize themselves for a common advance","when the considerations were eked legislation , which would give them opportunities and girls to organize themselves for a common advance","when the farmers were demanding legislation which would give them opportunities and incentives to organize themselves for a common advance,"
50,"but, the medical evidence was clear that the d had been affected during life and the jury after a short deli deliberations","but , the medical evidence was clear that the d had been affected during life and the jury after a short carbine retract","But the medical evidence was clear that the decapitation had been effected during life, and the jury, after a short deliberation,"
51,the man continued a long tenth street. Missus Mark saw a police car slowly approach the man from the rear and stop alongside of him.,the man continued a long archway street . historians mark saw a police car slowly doesnt aligning the man from the rear and stop awaiting of him .,The man continued along 10th Street. Mrs. Markham saw a police car slowly approach the man from the rear and stop alongside of him.
52,perhaps Ser had never been in Babylon.,dougherty had never been in smethurst .,Perhaps Herodotus had never been in Babylon;
53,"when vanity is strongly developed, there is the keen anxiety to hear what is being said about them outside.","when julian is strongly developed , there is the cellar opposed to hear what is being said about them outside .",When vanity is strongly developed there is the keen anxiety to hear what is being said about them outside.
54,it was particularly recommended by the Committee on jail in eighteen fourteen,it particularly recommended by the committee on jail in eighteen fourteen,It was particularly recommended by the Committee on Jails in 1814
55,assistant to the director of the Fbi testified that,assistant main of the fbi testified that,The assistant to the Director of the FBI testified that
56,thought it contained tent poles or possibly other camping equipment such as a folding shovel.,thought it contained disappointments alternatives or possibly other distributor such as a waitress adherence .,"He thought it contained tent poles, or possibly other camping equipment such as a folding shovel."
57,"in one prison, the beds s had been removed lest the prisoners should break them up and convert them into weapons of offense.","in one prison , the beds wesson had been removed lest the prisoners should break them up and reagents of the county ,",In one prison the bedsteads had been removed lest the prisoners should break them up and convert them into weapons of offense.
58,"by vice President Johnson during the nineteen sixty campaign,",by vice president during the requirement checklist grabbing and,by Vice President Johnson during the 1960 campaign.
59,they read liberty to hire suitable cell accommodation from any neighbors who might have it to spare. The only pro,they read liberty to hire suitable cell from any neighbors who might have it to spare . the only unicellar,"they were at liberty to hire suitable cell accommodation from any neighbors who might have it to spare; the only proviso,"
60,"the ordinary observe him looks to the sheriff's since says aloud, the service for the dead","the ordinary practice him looks to the sheriffs since says dressed , the news for the dead","The ordinary observes him, looks to the sheriffs, and says aloud, 'The service for the dead!'"
61,are better than mere personal strength in the accomplishment of such tasks as full to women to perform.,are better than mere personal strength in the governments of such tasks as full to women to perform .,are better than mere personal strength in the accomplishment of such tasks as fall to women to perform.
62,"Giovanni, the Italian boy who murdered a French woman in the hay market","morally , the italian boy who murdered a french woman in the empaneling leading","Giovanni Lanni, the Italian boy who murdered a Frenchwoman in the Haymarket,"
63,"April six to twenty four nineteen sixty three, Oswald first public identification with that cause was in New Orleans.","april six to twenty four nineteen fully , oswald first public identification with that cause was in new orleans .","April 6 to 24, 1963 Oswald's first public identification with that cause was in New Orleans."
64,"contracted with sheriff and convene to work by the job,","painters with sheriff and jailed to pictures by the job ,",contracted with sheriffs and conveners to work by the job.
65,"light of these findings, the commission evaluated the additional testimony of s","light of these findings , the commission evaluated the additional testimony of s",In light of these findings the Commission evaluated the additional testimony of Stombaugh
66,should be indications of a delicacy of material and manufacture which would of necessity increase its cost.,should be indications of a archway of material and manufacture which would of necessity its cost .,which should be indications of a delicacy of material and manufacture which would of necessity increase its cost.
67,"the passport office of the Department of State in Washington had no listing for Oswald requiring special treatment,","the passport office of the department of state in washington had no listing for oswald comes special treatment ,","The Passport Office of the Department of State in Washington had no listing for Oswald requiring special treatment,"
68,a more alert and carefully considered treatment of the oswald case by the bureau might have brought about such a referral.,a more alert and carefully considered treatment of the oswald case by the bureau might have brought about such a inch .,a more alert and carefully considered treatment of the Oswald case by the Bureau might have brought about such a referral.
69,these considerations have induced the commission to believe,the considerations have the commission,These considerations have induced the Commission to believe
70,"to the West of Babylon at a greater distance from the outer wall, I constructed an en wall four thousand cub in length about the city.","to the west of babylon at a greater distance from the outer wall , i constructed an en wall four thousand runner in length about the city .","To the west of Babylon, at a greater distance from the outer wall, I constructed an enclosing wall four thousand cubits in length about the city."
71,take approximately twenty months to implement and require expenditures of approximately three million dollars during that period.,take approximately twenty months to attaining and require constant million arches during that period .,"would take approximately 20 months to implement and require expenditures of approximately $3,000,000 during that period."
72,"finished reading a morning newspaper, quote, and put on a good suit. I saw that he took a pistol","delgado reading a morning newspaper , quote , and put on a good suit . i saw that he took a pistol","he finished reading a morning newspaper, quote, and put on a good suit. I saw that he took a pistol."
73,this will make certain that the largest possible portion of the funds allotted,this will make certain that the largest possible portion of the funds allotted,This will make certain that the largest possible portion of the funds allotted
74,shows three employees looking out of the fifth floor window directly below the window from which the shots were fired.,shows three employees looking out of the fifth floor window directly below the window from which the shots were fired .,shows three employees looking out of the fifth-floor window directly below the window from which the shots were fired.
75,but no steps had been taken in parliament to enforce a better system of discipline,but no steps had been taken in parliament to enforce a better system of discipline,"but no steps had been taken in Parliament to enforce a better system of discipline,"
76,"hollow the heap in the center and pour in the milk, working down the flower into the liquid with a spoon or your hands until it is thoroughly melted.","painters the heap in the center and pour in the megabyzus , working down the pushed into the shifting with a multiple or your hands until it is thoroughly valuable .","hollow the heap in the center and pour in the milk, working down the flour into the liquid with a spoon or your hands until it is thoroughly melted."
77,a trip to Texas began with the departure of President and Missus Kennedy from the White House,a trip to texas began with the departure of president and dissolute kennedy from the white house,The trip to Texas began with the departure of President and Mrs. Kennedy from the White House
78,wild beasts of the desert shall live there.,wild beasts of searching this .,Wild beasts of the desert shall lie there;
79,"that the semi fluid contents, which we now turn pro of the cells of certain plants","that the lambs eked contents , which we now turn of the cells of certain plants","That the semi-fluid contents (which we now term protoplasm) of the cells of certain plants,"
80,"nor of the walls about the palace, a great mass of Dull brick Mason rich","nor of the walls about the palace , a great mass of gratuities brick retract rich",Nor were the walls about the palace a great mass of dull brick masonry.
81,some condemned convict converse but little with the waters who have them un in charge.,some condemned convict converse but little with the waters who have them reduced in charge .,Some condemned convicts converse but little with the warders who have them unceasingly in charge.
82,"once ordered to the cells, friends of all classes suddenly rise up. His fellow prisoners, the turnkey keys, the chaplain,","once thereupon to the cells , friends of all classes suddenly rise from his fellow prisoners , the turnkey released , the chaplain ,","Once ordered to the cells, friends of all classes suddenly rise up; his fellow-prisoners, the turnkeys, the chaplain,"
83,and three other justices agreed with him.,and these traces agreed with him .,And three other justices agreed with him.
84,"Elm street, parallel to Main street and one block north",elm street to main street and one block north,"Elm Street, parallel to Main Street and one block north,"
85,"He tram across London bridge to Once worth. Where he refreshed himself with a pint of strong ale. The first sustenance he had taken since his escape,","he relaxed across london bridge to once worth . where he wrenched himself with a pint of strong ketch . the first fiction he had taken soon he had taken since his escape ,","he tramped across London Bridge to Wandsworth, where he refreshed himself with a pint of strong ale, the first sustenance he had taken since his escape,"
86,"that K was idle, discontent, ready to take offense, greedy of gain,","that stratagems was idle , furnish to take offense , alternatives of gain ,","that Courvoisier was idle, discontented, ready to take offense, greedy of gain;"
87,let me call your attention to the fact that the National Industrial Recovery Act,let me call your attention to the fact that the national industrial recovery act,Let me call your attention to the fact that the national Industrial Recovery Act
88,"fritz replied, quote, well, he was employed down at the book depository and he had not been present for a roll call of the employees end quote.","delgado replied , quote , well , he was employed down at the book depository and he had not been present for a browning call of the employees end quote .","Fritz replied, quote, Well, he was employed down at the Book Depository and he had not been present for a roll call of the employees, end quote."
89,all the words been like were more or less irresponsible.,all the words been like were more or less convictions .,All the wardsmen alike were more or less irresponsible.
90,"Marina Os testified that in New Orleans in May of nineteen sixty three, she observed Oswald sitting with the rifle on their screened port at night.","marina attaining testified that in new orleans in may of remedying journeys three , she observed oswald sitting with the rifle on their screened drainage at night .","Marina Oswald testified that in New Orleans in May of 1963, she observed Oswald sitting with the rifle on their screened porch at night,"
91,"she came out of prison, she appeared lang and terrified and tremble greatly as she advanced to the stake","she came out of prison , she appeared funny and terrified and uncompromising greatly as she specific to the shortening","When she came out of prison she appeared languid and terrified, and trembled greatly as she advanced to the stake,"
92,preparatory to their appearance in the old bailey. Irons were seldom removed from the convicted until discharge.,soandso to their appearance in the old bailey . irons were seldom removed from the convicted until discharge .,preparatory to their appearance in the Old Bailey. Irons were seldom removed from the convicted until discharge;
93,"constructed on the landings, en in which reuters spent the night on duty and alert to watch the sleepers below.","weare on the terraces , en in which craft spent the night on duty to watch the leading below .","were constructed on the landings, ensconced in which warders spent the night, on duty, and alert to watch the sleepers below,"
94,"Lawson was not specifically instructed to select the parade route, but he understood that this was one of his functions.","lawson was not advised instructed to select route , but he understood that this was one of his chest .","Lawson was not specifically instructed to select the parade route, but he understood that this was one of his functions."
95,"Similarly, Virginia Davis had not been shown pictures of anyone prior to the lineup and had not seen either television or the newspapers during the afternoon.","similarly , visitors gives had not been shown pictures of anyone prior to the lineup and had not seen either television arches or the newspapers from the depository during the afternoon .","Similarly, Virginia Davis had not been shown pictures of anyone prior to the lineup and had not seen either television or the newspapers during the afternoon."
96,a third possibility the trademark handsome new building with all the necessary facilities presented security problems. It had numerous entrances,a third possibility the lamentation effective new building with all the necessary facilities presented security problems . it had numerous songs,"The third possibility, the Trade Mart, a handsome new building with all the necessary facilities, presented security problems. It had numerous entrances,"
97,"a lock and fastening of the chest were forced by means of a jack, an instrument known to house breakers","a marvelous and jailed of the chest were forced by means of a jack , an lies known to house wellconducted","The lock and fastenings of the chest were forced by means of a ""jack,"" an instrument known to housebreakers,"
98,once they let themselves down into the street by the rope.,once they let themselves down into the street .,whence they let themselves down into the street by the rope.
99,"any travel, any contact with the general public involves a calculated risk on the part of the president and the men responsible for his protection.","any travel , any contact with the general public nimble a babylonian risk on the part of the president and the men responsible for his protection .","Any travel, any contact with the general public, involves a calculated risk on the part of the President and the men responsible for his protection."
100,some kind of tri,.,"as some kind of tribunal,"
101,"this occurred in November eighteen thirty four, the custom house officials were in a state of cons.","this occurred in november eighteen thirty four , the custom house officials were in a state of carchemish .","This occurred in November 1834. The Custom House officials were in a state of consternation,"
102,"since cartons absorb per, powder can successfully develop a print on such material only within a limited time.","since cartons cakes per , powder can brainwash foreign a print on such material only within a limited time .","Since cartons absorb perspiration, powder can successfully develop a print on such material only within a limited time."
103,"this committee, as well as the one proceeding it also reported in terms of strong on the small prisons and jail","this committee , as well as the one proceeding in terms of strong on the small prisons and jail","This committee, as well as the one preceding it, also reported in terms of strong reprobation on the small prisons and jails"
104,"inspectors of prisons should be appointed, who should visit all the prisons from time to time and report to the secretary of state,","inspectors of prisons should be appointed , who should visit all the prisons from time to time and report to the secretary of state ,","inspectors of prisons should be appointed, who should visit all the prisons from time to time and report to the Secretary of State."
105,"or if either the first or third shots missed, the assassin fired the three shots during a minimum time span of seven point one","or if either the first or third shots missed , the assassin fired the three shots during a minimum time span of seven point one","or, if either the first or third shots missed, the assassin fired the three shots during a minimum time span of 7.1"
106,"esa says, animals are organisms of fixed and definite form in which the cell body is not covered with a cellulose wall.","nelson says , animals are organisms of fixed and definite form in which the cell body is not covered with a cellulose wall .","He says: Animals are organisms of fixed and definite form, in which the cell-body is not covered with a cellulose wall."
107,"a prison population of new gate was still subject to great fluctuations, but it seldom rose above two fifty or three hundred","a prison inmates of new gate was still subject to great composure , but it seldom rose above two what his pew or three hundred","The prison population of Newgate was still subject to great fluctuations, but it seldom rose above two hundred and fifty or three hundred"
108,"the weekly introduction of food to which I shall presently refer, form the basis of luxurious banquet washed down by liquor,","the weekly introduction of food to which i condemned dying peremptory form the basis of take frequented washed down by liquor ,","The weekly introduction of food, to which I shall presently refer, formed the basis of luxurious banquets, washed down by liquor"
109,"through an assistant secretary, whose duties also include the direct supervision of the bureau of the mint","through an assistant secretary , whose duties also include the direct supervision of the bureau of the browning of the affray",through an Assistant Secretary whose duties also include the direct supervision of the Bureau of the Mint
110,"it is only the green parts of the planet, which under the influence of sunlight have the marvelous power of d carbon acid","it is only the green parts of the escritoire , which under the influence of sunlight have the jaws power of d adherence sheep","for it is only the green parts of the plant which, under the influence of sunlight, have the marvelous power of decomposing carbonic acid,"
111,Additional evidence of ownership was provided in the form of palm print identification which indicated that Oswald had possession of the rifle he had purchased.,additional evidence of ownership was provided in the form of palm print seen which indicated that oswald had possession of the rifle he had purchased .,Additional evidence of ownership was provided in the form of palmprint identification which indicated that Oswald had possession of the rifle he had purchased.
112,the operating companies in the gas and electric utility field are by and large in good condition. But,the operating superintendent in the gas and aggression utility field are by and large in good condition . but,"The operating companies in the gas and electric utility field are by and large in good condition, but"
113,"a man in his early thirties, fair complexion, s, but neat, meat lender, possible five foot ten","a man in his early ensuing , fair unwholesome , s , revealing frequented , previously retract foot high contrition","man in his early thirties, fair complexion, slender, but neat, neat slender, possible 5 foot 10"
114,The society did not limit its remarks to the description of what had already been done.,the society did not limit its remarks to the description of what had already been done .,The Society did not limit its remarks to the description of what had already been done
115,a plot was soon discovered.,rather discovered discovered .,"A plot was soon discovered,"
116,"on that occasion, oswald again used a bolt action twenty two caliber rifle. And according to Robert,","on that occasion , oswald again used a bolt action twenty two caliber rifle . and according to robert in robert ,","On that occasion Oswald again used a bolt-action .22 caliber rifle; and according to Robert,"
117,a simultaneous attack was made upon the captain and the first mate.,a skirmish attack was made upon the captain and the first mate .,A simultaneous attack was made upon the captain and the first mate.
118,"and that this was the same shirt, which oswald more on the morning of the assassination.","and that this was the same shirt , which oswald more on the morning of the assassination .",and that this was the same shirt which Oswald wore on the morning of the assassination.
119,"The prisoner was forth with extra and sent back to England, which he reached with his escort on the seventeenth September the same year.","the prisoner was forth with extra and sent back to england , which he reached with his behavior on the seventeenth september to be year .","The prisoner was forthwith extradited and sent back to England, which he reached with his escort on the 17th September the same year."
120,to whether or not the bullet recovered from Walker house had been fired from the rifle found on the sixth floor of the Texas school depository building.,to whether or not the bullet recovered from walker house had been fired from the rifle found on the depository found of the secondfloor stairs depository building .,as to whether or not the bullet recovered from Walker's house had been fired from the rifle found on the sixth floor of the Texas School Book Depository Building.
121,"a fee for admission to the state side as fixed by the table of fees was three beginnings, but mister New declared that he never took more than two.","a fee for admission to the state side as fixed by the rivers of fees was three attainments , but falsely new declared that he never took more than two .","The fee for admission to the state side, as fixed by the table of fees, was three guineas, but Mr. Newman declared that he never took more than two."
122,Oswald diary reports that he married his wife shortly after his proposal of marriage to another girl had been rejected.,oswald diary reports that he married his wife shortly after his proposal of substitute to another girl had been rejected .,Oswald's diary reports that he married his wife shortly after his proposal of marriage to another girl had been rejected.
123,"Congress passed a statute, which in eighteen o three, the court said violated and expressed provision of the constitution.","congress passed a statute , which in eighteen o three , the court said fighters and expressed each of the constitution .","Congress passed a statute which, in 1803, the Court said violated an express provision of the Constitution."
124,a secret service has embarked upon a complete overhaul of its research activities. The staff of the Protective research section P,a secret service has embarked upon a complete finishings of its research activities . the staff of the protective research section p,The Secret Service has embarked upon a complete overhaul of its research activities. The staff of the Protective Research Section (PRS)
125,"four in the last three national elections,","four last three national explains ,",For in the last three national elections
126,phrase testified further that the Fbi avoids the category of probable identification.,occurred testified further that the fbi roughly the category of probable identification .,"Frazier testified further that the FBI avoids the category of ""probable"" identification."
127,"but in spite of all these aspirations, corresponding parts usually may be made out.","but in spite of all these forum , jewish parts usually may be made out .","but, in spite of all these obscurations, corresponding parts usually may be made out."
128,lee was always hot tempered. And now this trait of character more and more prevented us from living together in harmony.,lee was always hot organizational . and now this hunt of character more and more prevented a few leading from living together in grosvenor .,"Lee was always hot-tempered, and now this trait of character more and more prevented us from living together in harmony."
129,"if, for instance, any one of the six justices of the Supreme Court now over the age of seventy should retire as provided under the plan","if , for instance , any one of the six justices of the supreme court now over the age of seventy should retire as provided under the arch","If, for instance, any one of the six justices of the Supreme Court now over the age of seventy should retire as provided under the plan,"
130,this was at least in part because of the close physical con funds in which some of the work had to be done.,this was at least in part because of the close physical injustices in which some of the work had to be done .,This was at least in part because of the close physical confines in which some of the work had to be done.
131,"the theft was discovered at Bo when the boxes were found not to weigh exactly what they ought, but no clue was obtained to the thieves.","the theft was discovered at evaluates when the boxes were found not to maturity exactly what they ought , but no very placed to the thieves .","The theft was discovered at Boulogne, when the boxes were found not to weigh exactly what they ought. But no clue was obtained to the thieves,"
132,forced and constant intercourse with the most d deprived individuals of his own class,forced and constant caustic with the most d regardless of his own class,Forced and constant intercourse with the most depraved individuals of his own class;
133,"Lee Harvey Oswald, background and possible motives, part five,","lee harvey oswald , and possible motives , part five ,","Lee Harvey Oswald: Background and Possible Motives, Part 5."
134,"erected on the cart, about four feet high at the head and gradually sloping towards the horse, giving a full view of the body.","denoting on the cart , about four feet high at the head and gradually retract towards the horse , review a full view of the body .","erected on the cart, about four feet high at the head, and gradually sloping towards the horse, giving a full view of the body,"
135,beating the batter smooth as you go on until all of the liquid and flour has gone in.,similarly the batter smooth as you go on until all of the ensuing and flour has gone in .,beating the batter smooth as you go on until all of the liquid and flour has gone in.
136,Maynard was the only one who suffered deaf.,maynard was too one who suffered frequently .,Maynard was the only one who suffered death.
137,and thus bring the history of prison discipline down to our own times.,and thus bring the history of prison discipline down to our own times .,and thus bring the history of prison discipline down to our own times.
138,gaming of all sorts should be forbidden under heavy pains and penalties.,gaming of all sorts should be forbidden under heavy pains and brutality .,gaming of all sorts should be peremptorily forbidden under heavy pains and penalties.
139,"she started to open the blanket, she saw the stock of the rifle.","she started to open the blanket , she saw the stock of the rifle .","When she started to open the blanket, she saw the stock of the rifle."
140,"asserted that Dallas had shed its reputation of the twenties as the, quote, southwest hate capital of Dixie quote,","asserted that dallas had withdrew its reputation of the intensity as the , quote , ducked threeeight capital of the slayer westerns ,","He asserted that Dallas had shed its reputation of the twenties as the, quote, Southwest hate capital of Dixie, end quote"
141,"have never even known a communist outside of the ones in the Ussr but you can't help that and quote,","have never even known a communist outside of the start in the ussr but you cant help that and quote ,","I have never even know a communist, outside of the ones in the USSR but you can't help that, end quote."
142,it was recognized that the cameo was genuine and that it bore the likeness of the great king.,it was recognized that the cameo was genuine and that it bore the likeness of the great king .,"it was recognized that the cameo was genuine, and that it bore the likeness of the great King."
143,it can as to him any one motive or group of motives.,it can as to him any one literature or group .,that it can ascribe to him any one motive or group of motives.
144,"waiting for the parade to start, they talked briefly about nineteen eighty four","waiting for the parade to start , they talked up about bousfield eighty the coventry","While waiting for the parade to start they talked briefly about ""1984"""
145,"closing and protecting the nervous centers, ce cerebral spinal axis.","closing and surrounded the nervous losses , deducted dictate rose .",enclosing and protecting the nervous centers (cerebrospinal axis).
146,"urging that Font la roy was a father, a citizen. His life is useful, mine a birth to the state.","here that napoleon lingers roy was a father , a citizen . his life is useful , substituted a birth to the state .","urging that Fauntleroy was a father, a citizen: ""his life is useful, mine a burthen, to the State."""
147,other cases might be quoted.,. be quoted .,"Other cases might be quoted,"
