,input,output,label
24,"merge sentence1: Rufus W youngblood special agent in charge of the vice president's detail sentence2: Ru w Young blood, special agent in charge of the vice president's detail","Ruin W. Youngblood, special agent in charge of the Vice President's detail,","Rufus W. Youngblood, special agent in charge of the Vice President's detail,"
25,merge sentence1: Cast one's type is clear and neat and fairly well designed sentence2: Castle one's type is clear and neat and fairly well designed.,Castle One's type is clear and neat and fairly well designed.,"Caslon's type is clear and neat, and fairly well designed;"
26,"merge sentence1: There are after all only a few types of structure among all animals and plants some three or four or eight or 10 general modes of development sentence2: there are after all, only a few types of structure among all animals and plants. Some three or four or eight or ten general modes of development,","There are, after all, only a few types of structure among all animals and plants,","there are, after all, only a few types of structure among all animals and plants, some three or four or eight or ten general modes of development,"
27,"merge sentence1: Absurdity of the system. It's irregularity and cruelty. We're fully touched upon by the inspectors of prisons in their first report. sentence2: the absurdity of the system, it's irregular irregularities and cruelty, we're fully touched upon by the inspectors of prisons in their first report.","the absurdity of the system, its irregularities and cruelty, were fully touched upon by the","The absurdity of the system, its irregularity and cruelty, were fully touched upon by the inspectors of prisons in their first report."
28,merge sentence1: Probably his complaint was due to the fact that his discharge was not related to anything he had done while on active duty sentence2: probably his complaint was due to the fact that his discharge was not related to anything he had done while on active duty.,Probably his complaint was due to the fact that his discharge was not related to anything he,Probably his complaint was due to the fact that his discharge was not related to anything he had done while on active duty
29,"merge sentence1: The case load of HFBI agent averaged 20 to 25 and he felt that this was high sentence2: the case load of each Fbi agent averaged twenty to twenty five, and he felt that this was high.","The case load of each HFBI agent averaged twenty to twenty-five, and ","the caseload of each FBI agent averaged 20 to 25, and he felt that this was high."
30,"merge sentence1: I never said anything to him again and he never said anything to me again end quote sentence2: never said anything to him again, and he never said anything to me again. And quote,","I never said anything to him again, and he never said anything to me again, end","I never said anything to him again and he never said anything to me again, end quote."
31,"merge sentence1: How did the mighty city fall? sentence2: how did the mighty city fall? How could Cyrus take Babylon, whose walls were strong enough to resist any army.","How did the mighty city fall? How could Cyrus take Babylon, whose walls were","But how did the ""mighty city"" fall? How could Cyrus take Babylon whose walls were strong enough to resist any army?"
32,merge sentence1: These two small cartons have been moved from a stack about three aisles away sentence2: these two small cartons had been moved from a stack about three aisle away.,These two small cartons had been moved from a stack about three aisles away.,These two small cartons had been moved from a stack about three aisles away.
33,merge sentence1: To them enter the chaplain or ordinary of Newgate in Falcononicles sentence2: to them entered the chaplain or ordinary of new gate in full canonical.,to them entered the chaplain or ordinary of Newgate in full canonical.,"To them entered the chaplain or ordinary of Newgate in full canonicals,"
34,merge sentence1: Because it convinced him that the average Dallas resident was like other American citizens in respecting and admiring the president sentence2: because it convinced him that the average Dallas resident was like other American citizens in respecting and ad the president,because it convinced him that the average Dallas resident was like other American citizens in respecting and admir,because it convinced him that the average Dallas resident was like other American citizens in respecting and admiring the President.
35,"merge sentence1: She had not been treated like a Christian but like a wild beast of the forest she declared that the money found in her possession had been sent her from abroad sentence2: she had not been treated like a Christian, but like a wild beast of the forest. She declared that the money found in her possession had been sent her from abroad","She had not been treated like a Christian, but like a wild beast of the forest","She had not been treated like a Christian, but like a wild beast of the forest. She declared that the money found in her possession had been sent her from abroad;"
36,merge sentence1: And threatened to use it on Mrs. Pet sentence2: threatened to use it on missus pick.,and threatened to use it on Mrs. Pickle.,and threatened to use it on Mrs. Pic.
37,"merge sentence1: Hey found the same part sentence2: is found the same part, various modified for many purposes.","He is found the same part, various modified for many purposes.","is found the same part, variously modified for many purposes."
38,"merge sentence1: If her estimate of time is correct she reached the bottom of the stairs before truly in Bakers started up sentence2: her estimate of time is correct, she reached the bottom of the stairs before truly and baker started up.","If her estimate of time is correct, she reached the bottom of the stairs before Truly and","If her estimate of time is correct, she reached the bottom of the stairs before Truly and Baker started up,"
39,merge sentence1: The commission believes that the liaison between all federal agencies responsible for presidential protection should be improved. sentence2: the Commission believes that the liaison liaison between all federal agencies responsible for presidential protection should be improved,The Commission believes that the liaison between all Federal agencies responsible for Presidential protection should be improved,the Commission believes that the liaison between all Federal agencies responsible for Presidential protection should be improved.
40,"merge sentence1: At most of the clubs the servants had been melted to make good lost plate which had no doubt been stolen by the prisoner sentence2: at most of the clubs, the servants had been molt to make good loss plate, which had no doubt been stolen by the prisoner.",At most of the clubs the servants had been melted to make good lost plate which had,"At most of the clubs the servants had been mulcted to make good lost plate, which had no doubt been stolen by the prisoner."
41,merge sentence1: Even after his wife told him to destroy the notebook sentence2: even after his wife told him to destroy the notebook,"Even after his wife told him to destroy the notebook,",Even after his wife told him to destroy the notebook
42,merge sentence1: That is a tremendous gain for the principles of democracy sentence2: that is a tremendous gain for the principles of democracy.,that is a tremendous gain for the principles of democracy.,That is a tremendous gain for the principles of democracy.
43,"merge sentence1: Day on the other hand sentence2: day on the other hand, believed that sufficient traces of the print had been left on the rifle barrel.","Day, on the other hand, believed that sufficient traces of the print had been left on","Day, on the other hand, believed that sufficient traces of the print had been left on the rifle barrel,"
44,merge sentence1: Into holes marked with numbers sentence2: into holes marked with numbers.,into holes marked with numbers.,into holes marked with numbers.
45,"merge sentence1: His captors having thus succeeded in their designs left him no doubt to realize the money sentence2: his having thus succeeded in their designs, left him, no doubt to realize the money.","His captors, having thus succeeded in their designs, left him no doubt to realize the money","His captors having thus succeeded in their designs, left him, no doubt to realize the money."
46,"merge sentence1: Let the forms have printed letters should follow more or less closely those of the written character and they follow them very closely sentence2: the forms of printed letters should follow more or less closely those of the written character, and they followed them very closely.",Let the forms of printed letters follow more or less closely those of the written character and they followed,"that the forms of printed letters should follow more or less closely those of the written character, and they followed them very closely."
47,"merge sentence1: They drove there and robs in on arrival did the honors of his house sentence2: they drove there and Rob on arrival did the honors of his house, rang for lunch to gain time,","They drove there, and Robson on arrival did the honors of his house. rang","They drove there, and Robson on arrival did the honors of his house, rang for lunch to gain time,"
48,"merge sentence1: Made a voluntary confession to serve herbert taylor one morning at Windsor sentence2: made a voluntary confession to sir herbert Taylor one morning at Windsor. After which, this and his acc were closely watched.","made a voluntary confession to Sir Herbert Taylor one morning at Windsor, after which this and","made a voluntary confession to Sir Herbert Taylor one morning at Windsor; after which Thistlewood and his accomplices were closely watched,"
49,"merge sentence1: When the farmers were demanding legislation which would give them sentence2: when the farmers were demanding legislation, which would give them opportunities and incentives to organize themselves for a common advance",When the farmers were demanding legislation which would give them opportunities and incentives to organize themselves for a,"when the farmers were demanding legislation which would give them opportunities and incentives to organize themselves for a common advance,"
50,"merge sentence1: But the medical evidence was clear that the decapitation had been affected during life and the jury after a short deliberation sentence2: but, the medical evidence was clear that the d had been affected during life and the jury after a short deli deliberations",But the medical evidence was clear that the decapitation had been effected during life,"But the medical evidence was clear that the decapitation had been effected during life, and the jury, after a short deliberation,"
51,merge sentence1: The man continued a long 10th street sentence2: the man continued a long tenth street. Missus Mark saw a police car slowly approach the man from the rear and stop alongside of him.,The man continued a long 10th street. Mrs. Markham saw a police car,The man continued along 10th Street. Mrs. Markham saw a police car slowly approach the man from the rear and stop alongside of him.
52,merge sentence1: Perhaps seroditors had never been in Babylon sentence2: perhaps Ser had never been in Babylon.,Perhaps Serodians had never been in Babylon.,Perhaps Herodotus had never been in Babylon;
53,"merge sentence1: When vanity is strongly developed there is the keen anxiety to hear what is being said about them outside sentence2: when vanity is strongly developed, there is the keen anxiety to hear what is being said about them outside.",When vanity is strongly developed there is the keen anxiety to hear what is being said about them outside,When vanity is strongly developed there is the keen anxiety to hear what is being said about them outside.
54,merge sentence1: It was particularly recommended by the committee on jails in 1814 sentence2: it was particularly recommended by the Committee on jail in eighteen fourteen,"It was particularly recommended by the Committee on Jails in 1814,",It was particularly recommended by the Committee on Jails in 1814
55,merge sentence1: Your assistant to the director of the FBI testified that sentence2: assistant to the director of the Fbi testified that,Your assistant to the director of the FBI testified that,The assistant to the Director of the FBI testified that
56,merge sentence1: He thought it contained tent polls or possibly other camping equipment such as a folding shovel sentence2: thought it contained tent poles or possibly other camping equipment such as a folding shovel.,He thought it contained tent poles or possibly other camping equipment such as a folding shovel,"He thought it contained tent poles, or possibly other camping equipment such as a folding shovel."
57,"merge sentence1: In one prison the bedsteds had been removed plus the prisoners should break them up and convert them into weapons of offense sentence2: in one prison, the beds s had been removed lest the prisoners should break them up and convert them into weapons of offense.","In one prison the bedstows had been removed, lest the prisoners should break them",In one prison the bedsteads had been removed lest the prisoners should break them up and convert them into weapons of offense.
58,"merge sentence1: Hey Vice President Johnson during the 1960 campaign sentence2: by vice President Johnson during the nineteen sixty campaign,",By Vice President Johnson during the 1960 campaign,by Vice President Johnson during the 1960 campaign.
59,merge sentence1: Favorite liberty to hire suitable sell accommodation from any neighbors who might have it to spare. sentence2: they read liberty to hire suitable cell accommodation from any neighbors who might have it to spare. The only pro,they read liberty to hire suitable cell accommodation from any neighbors who might have it to spare. The,"they were at liberty to hire suitable cell accommodation from any neighbors who might have it to spare; the only proviso,"
60,"merge sentence1: The ordinary observes him looks to the sheriff since there's a loud the service for the dead. sentence2: the ordinary observe him looks to the sheriff's since says aloud, the service for the dead","The ordinary observes him, looks to the sheriffs, since there is a loud","The ordinary observes him, looks to the sheriffs, and says aloud, 'The service for the dead!'"
61,merge sentence1: Are better than mere personal strength than the accomplishment of such tasks as full to women to perform sentence2: are better than mere personal strength in the accomplishment of such tasks as full to women to perform.,are better than mere personal strength in the accomplishment of such tasks as full to women to perform.,are better than mere personal strength in the accomplishment of such tasks as fall to women to perform.
62,"merge sentence1: Giovanni Lani the Italian boy who murdered a French woman in the hay market sentence2: Giovanni, the Italian boy who murdered a French woman in the hay market","Giovanni Lani, the Italian boy who murdered a French woman in the hay market,","Giovanni Lanni, the Italian boy who murdered a Frenchwoman in the Haymarket,"
63,"merge sentence1: April 6 to 24 1963 Oswald's first public identification with that cause was in New Orleans sentence2: April six to twenty four nineteen sixty three, Oswald first public identification with that cause was in New Orleans.","April 6, to 24, 1963, Oswald's first public identification with that cause was in","April 6 to 24, 1963 Oswald's first public identification with that cause was in New Orleans."
64,"merge sentence1: Contracted with sheriffs and conveners to work by the job sentence2: contracted with sheriff and convene to work by the job,","contracted with sheriffs and conveners to work by the job,",contracted with sheriffs and conveners to work by the job.
65,"merge sentence1: In light of these findings the commission evaluated the additional testimony of Stomball sentence2: light of these findings, the commission evaluated the additional testimony of s",In light of these findings the Commission evaluated the additional testimony of Stomball,In light of these findings the Commission evaluated the additional testimony of Stombaugh
66,merge sentence1: Which should be indications of a delicacy of material and manufacture which would of necessity increase its cost sentence2: should be indications of a delicacy of material and manufacture which would of necessity increase its cost.,which should be indications of a delicacy of material and manufacture which would of necessity,which should be indications of a delicacy of material and manufacture which would of necessity increase its cost.
67,"merge sentence1: The passport office of the Department of State in Washington sentence2: the passport office of the Department of State in Washington had no listing for Oswald requiring special treatment,",The passport office of the Department of State in Washington had no listing for Oswald requiring,"The Passport Office of the Department of State in Washington had no listing for Oswald requiring special treatment,"
68,merge sentence1: A more alert and carefully considered treatment of the osbold case by the bureau might have brought about such a referral sentence2: a more alert and carefully considered treatment of the oswald case by the bureau might have brought about such a referral.,A more alert and carefully considered treatment of the Oswald case by the Bureau might have brought,a more alert and carefully considered treatment of the Oswald case by the Bureau might have brought about such a referral.
69,merge sentence1: These considerations have induced the commission to believe sentence2: these considerations have induced the commission to believe,These considerations have induced the Commission to believe,These considerations have induced the Commission to believe
70,"merge sentence1: To the west of Babylon at a greater distance from the outer wall I constructed and enclosing wall 4000 cubits in length about the city sentence2: to the West of Babylon at a greater distance from the outer wall, I constructed an en wall four thousand cub in length about the city.","To the west of Babylon, at a greater distance from the outer wall, I constructed an","To the west of Babylon, at a greater distance from the outer wall, I constructed an enclosing wall four thousand cubits in length about the city."
71,merge sentence1: Take approximately 20 months to implement and require expenditures of approximately three 1 million dollars during that period sentence2: take approximately twenty months to implement and require expenditures of approximately three million dollars during that period.,take approximately twenty months to implement and require expenditures of approximately three million dollars during that period.,"would take approximately 20 months to implement and require expenditures of approximately $3,000,000 during that period."
72,"merge sentence1: Hey finished reading a morning newspaper quote and put on a good suit sentence2: finished reading a morning newspaper, quote, and put on a good suit. I saw that he took a pistol","He finished reading a morning newspaper, quote, and put on a good suit. I","he finished reading a morning newspaper, quote, and put on a good suit. I saw that he took a pistol."
73,merge sentence1: Hey Facebook make certain that the largest possible portion of the funds allotted sentence2: this will make certain that the largest possible portion of the funds allotted,This will make certain that the largest possible portion of the funds allotted,This will make certain that the largest possible portion of the funds allotted
74,merge sentence1: Shows three employees looking out of the fifth floor window directly below the window from which the shots were fired sentence2: shows three employees looking out of the fifth floor window directly below the window from which the shots were fired.,shows three employees looking out of the fifth-floor window directly below the window from which the shots,shows three employees looking out of the fifth-floor window directly below the window from which the shots were fired.
75,merge sentence1: But no steps had been taken in parliament to enforce a better system of discipline sentence2: but no steps had been taken in parliament to enforce a better system of discipline,But no steps had been taken in parliament to enforce a better system of discipline,"but no steps had been taken in Parliament to enforce a better system of discipline,"
76,"merge sentence1: Hollow the heat in the center and pour in the milk working down the flour into the liquid with a spoon or your hands until it is thoroughly melted sentence2: hollow the heap in the center and pour in the milk, working down the flower into the liquid with a spoon or your hands until it is thoroughly melted.","hollow the heap in the center and pour in the milk, working down the flour into the liquid","hollow the heap in the center and pour in the milk, working down the flour into the liquid with a spoon or your hands until it is thoroughly melted."
77,merge sentence1: The trip to Texas began with the departure of president and missus Kennedy from the White House sentence2: a trip to Texas began with the departure of President and Missus Kennedy from the White House,"The trip to Texas began with the departure of President and Mrs. Kennedy from the White House,",The trip to Texas began with the departure of President and Mrs. Kennedy from the White House
78,merge sentence1: Wild beasts of the desert shell lie there sentence2: wild beasts of the desert shall live there.,Wild beasts of the desert shell shall live there.,Wild beasts of the desert shall lie there;
79,"merge sentence1: That the semi fluid contents which we now turn protoplasm of the cells of certain plants sentence2: that the semi fluid contents, which we now turn pro of the cells of certain plants",that the semi-liquid contents which we now turn protoplasm of the cells of certain plants,"That the semi-fluid contents (which we now term protoplasm) of the cells of certain plants,"
80,"merge sentence1: Nor with the walls about the palace a great mass of dull brick masonry sentence2: nor of the walls about the palace, a great mass of Dull brick Mason rich","nor of the walls about the palace a great mass of dull brick masonry, rich in",Nor were the walls about the palace a great mass of dull brick masonry.
81,merge sentence1: Some condemned convicts converse but little with the waters who have them unceasingly in charge sentence2: some condemned convict converse but little with the waters who have them un in charge.,Some condemned convicts converse but little with the waters who have them unceasing,Some condemned convicts converse but little with the warders who have them unceasingly in charge.
82,"merge sentence1: Once ordered to the cells friends of all classes suddenly rise up his fellow prisoners the turnkeys the chaplain sentence2: once ordered to the cells, friends of all classes suddenly rise up. His fellow prisoners, the turnkey keys, the chaplain,","Once ordered to the cells friends of all classes suddenly rise up, his fellow-prisoners","Once ordered to the cells, friends of all classes suddenly rise up; his fellow-prisoners, the turnkeys, the chaplain,"
83,merge sentence1: And three other justices agreed with him sentence2: and three other justices agreed with him.,and three other justices agreed with him.,And three other justices agreed with him.
84,"merge sentence1: Elm street parallel to main street and one block north sentence2: Elm street, parallel to Main street and one block north","Elm Street, parallel to Main Street and one block north,","Elm Street, parallel to Main Street and one block north,"
85,"merge sentence1: He tramped across London Bridge to Wandsworth where he refreshed himself with a pint of strong ale the first sustenance he had taken since his escape sentence2: He tram across London bridge to Once worth. Where he refreshed himself with a pint of strong ale. The first sustenance he had taken since his escape,","He tramped across London Bridge to Wandsworth, where he refreshed himself with a","he tramped across London Bridge to Wandsworth, where he refreshed himself with a pint of strong ale, the first sustenance he had taken since his escape,"
86,"merge sentence1: Was idle sentence2: that K was idle, discontent, ready to take offense, greedy of gain,","that Ketch was idle, discontent, ready to take offense, greedy of gain.","that Courvoisier was idle, discontented, ready to take offense, greedy of gain;"
87,merge sentence1: Let me call your attention to the fact that the national industrial recovery act sentence2: let me call your attention to the fact that the National Industrial Recovery Act,Let me call your attention to the fact that the National Industrial Recovery Act,Let me call your attention to the fact that the national Industrial Recovery Act
88,"merge sentence1: Fritz replied quote well he was employed down at the book depository and he had not been present for a roll call of the employees end quote sentence2: fritz replied, quote, well, he was employed down at the book depository and he had not been present for a roll call of the employees end quote.","Fritz replied, quote, Well, he was employed down at the Book Depository and ","Fritz replied, quote, Well, he was employed down at the Book Depository and he had not been present for a roll call of the employees, end quote."
89,merge sentence1: All the words been alike. We're more or less irresponsible. sentence2: all the words been like were more or less irresponsible.,"All the words been alike, were more or less irresponsible.",All the wardsmen alike were more or less irresponsible.
90,"merge sentence1: Marina Arswell testified that in New Orleans in May of 1963 she observed Oswald sitting with the rifle on their screened portrait night sentence2: Marina Os testified that in New Orleans in May of nineteen sixty three, she observed Oswald sitting with the rifle on their screened port at night.",Marina Oswald testified that in New Orleans in May of 1963 she observed Oswald,"Marina Oswald testified that in New Orleans in May of 1963, she observed Oswald sitting with the rifle on their screened porch at night,"
91,"merge sentence1: When she came out of prison she appeared language and terrified and trembled greatly as she advanced to the state sentence2: she came out of prison, she appeared lang and terrified and tremble greatly as she advanced to the stake",When she came out of prison she appeared languish and terrified and trembled,"When she came out of prison she appeared languid and terrified, and trembled greatly as she advanced to the stake,"
92,merge sentence1: Preparatory to their appearance in the old Bailey. sentence2: preparatory to their appearance in the old bailey. Irons were seldom removed from the convicted until discharge.,preparatory to their appearance in the Old Bailey. Irons were seldom removed from the ,preparatory to their appearance in the Old Bailey. Irons were seldom removed from the convicted until discharge;
93,"merge sentence1: We're constructed on the landings in sconce in which waters spent the night on duty and alert to watch the sleepers below sentence2: constructed on the landings, en in which reuters spent the night on duty and alert to watch the sleepers below.","were constructed on the landings in sconce, in which reuters spent the","were constructed on the landings, ensconced in which warders spent the night, on duty, and alert to watch the sleepers below,"
94,"merge sentence1: Lawson was not specifically instructed to select the parade route sentence2: Lawson was not specifically instructed to select the parade route, but he understood that this was one of his functions.","Lawson was not specifically instructed to select the parade route, but he understood that this was","Lawson was not specifically instructed to select the parade route, but he understood that this was one of his functions."
95,"merge sentence1: Similarly sentence2: Similarly, Virginia Davis had not been shown pictures of anyone prior to the lineup and had not seen either television or the newspapers during the afternoon.","Similarly, Virginia Davis had not been shown pictures of anyone prior to the lineup and had not","Similarly, Virginia Davis had not been shown pictures of anyone prior to the lineup and had not seen either television or the newspapers during the afternoon."
96,merge sentence1: Third possibility the trademark a handsome new building with all the necessary facilities presented security problems sentence2: a third possibility the trademark handsome new building with all the necessary facilities presented security problems. It had numerous entrances,"The third possibility the Trade Mart, a handsome new building, with all the necessary facilities,","The third possibility, the Trade Mart, a handsome new building with all the necessary facilities, presented security problems. It had numerous entrances,"
97,"merge sentence1: The lock and fastenings of the chest were forced by means of a jack and instrument known to house breakers sentence2: a lock and fastening of the chest were forced by means of a jack, an instrument known to house breakers",The lock and fastenings of the chest were forced by means of a jack,"The lock and fastenings of the chest were forced by means of a ""jack,"" an instrument known to housebreakers,"
98,merge sentence1: Once they let themselves down into the street by the rope sentence2: once they let themselves down into the street by the rope.,Once they let themselves down into the street by the rope.,whence they let themselves down into the street by the rope.
99,"merge sentence1: Any travel any contact with the general public involves a calculated risk on the part of the president and the men responsible for his protection sentence2: any travel, any contact with the general public involves a calculated risk on the part of the president and the men responsible for his protection.","Any travel, any contact with the general public involves a calculated risk on the part of the","Any travel, any contact with the general public, involves a calculated risk on the part of the President and the men responsible for his protection."
100,merge sentence1: As some kind of tribunal. sentence2: some kind of tri,as some kind of tribunal.,"as some kind of tribunal,"
101,"merge sentence1: This occurred in November 1834 the custom house officials were in a state of con sentence2: this occurred in November eighteen thirty four, the custom house officials were in a state of cons.","This occurred in November 1834, the Custom House officials were in a state of concord","This occurred in November 1834. The Custom House officials were in a state of consternation,"
102,"merge sentence1: Since cartons absorb perspiration sentence2: since cartons absorb per, powder can successfully develop a print on such material only within a limited time.","Since cartons absorb perspiration, powder can successfully develop a print on such material only","Since cartons absorb perspiration, powder can successfully develop a print on such material only within a limited time."
103,"merge sentence1: This committee as well as the one proceeding it also reported in terms of strong reparation on the small prisons in jails sentence2: this committee, as well as the one proceeding it also reported in terms of strong on the small prisons and jail","This committee, as well as the one proceeding it also reported in terms of strong reparation on","This committee, as well as the one preceding it, also reported in terms of strong reprobation on the small prisons and jails"
104,"merge sentence1: Inspectors of prisons should be appointed who should visit all the prisons from time to time and report to the secretary of state sentence2: inspectors of prisons should be appointed, who should visit all the prisons from time to time and report to the secretary of state,","Inspectors of Prisons should be appointed, who should visit all the prisons from time to","inspectors of prisons should be appointed, who should visit all the prisons from time to time and report to the Secretary of State."
105,"merge sentence1: Or if either the first or third shots missed the assassin fired the three shots during a minimum time span of seven. One sentence2: or if either the first or third shots missed, the assassin fired the three shots during a minimum time span of seven point one",or if either the first or third shots missed the assassin fired the three shots,"or, if either the first or third shots missed, the assassin fired the three shots during a minimum time span of 7.1"
106,"merge sentence1: He says sentence2: esa says, animals are organisms of fixed and definite form in which the cell body is not covered with a cellulose wall.","He says, ""Animals are organisms of fixed and definite form in which the cell","He says: Animals are organisms of fixed and definite form, in which the cell-body is not covered with a cellulose wall."
107,"merge sentence1: The prison population of Newgate was sentence2: a prison population of new gate was still subject to great fluctuations, but it seldom rose above two fifty or three hundred","The prison population of Newgate was still subject to great fluctuations, but it seldom rose above two","The prison population of Newgate was still subject to great fluctuations, but it seldom rose above two hundred and fifty or three hundred"
108,"merge sentence1: The weekly introduction of food to which I shall presently refer sentence2: the weekly introduction of food to which I shall presently refer, form the basis of luxurious banquet washed down by liquor,",The weekly introduction of food to which I shall presently refer form the basis of luxurious banquet,"The weekly introduction of food, to which I shall presently refer, formed the basis of luxurious banquets, washed down by liquor"
